Date,Earth_x,Earth_y,Mars_x,Mars_y,Venus_x,Venus_y,Mercury_x,Mercury_y
1/1/2000,-0.168563103,0.9687605828300485,1.3903604198972535,-0.020998422,-0.718629214,-0.022518866,-0.140712232,-0.443905847
1/2/2000,-0.185787694,0.9655922527459403,1.3910325418814578,-0.00579201,-0.717829266,-0.042839078,-0.119320846,-0.450359379
1/3/2000,-0.202954302,0.9621225582381312,1.391551454697265,0.009415041,-0.716459304,-0.063125274,-0.097580965,-0.455497637
1/4/2000,-0.220057566,0.958352576,1.391917276,0.024621056948203008,-0.71452067,-0.083361367,-0.07555624,-0.459306249
1/5/2000,-0.237092147,0.9542834787866198,1.3921301462148055,0.039824367331336256,-0.712015165,-0.103531326,-0.053310691,-0.46177232
1/6/2000,-0.25405273,0.9499165402287918,1.3921902241855433,0.055023307,-0.708945039,-0.123619187,-0.030908872,-0.462884417
1/7/2000,-0.270934021,0.9452531295022867,1.3920976909954073,0.070216216,-0.705312995,-0.143609069,-0.00841604,-0.462632569
1/8/2000,-0.287730757,0.940294713,1.391852748,0.085401437,-0.701122182,-0.16348518,0.014101672383706555,-0.461008302
1/9/2000,-0.304437699,0.9350428546840416,1.3914556168900625,0.10057732112361872,-0.696376194,-0.183231835,0.036577086,-0.458004692
1/10/2000,-0.32104964,0.9294992127569711,1.3909065398984655,0.11574222241358624,-0.691079061,-0.202833476,0.058941791078135734,-0.453616447
1/11/2000,-0.337561405,0.9236655418052375,1.3902057793090878,0.13089450194426214,-0.685235254,-0.222274667,0.081125965,-0.447840014
1/12/2000,-0.353967853,0.9175436907011784,1.3893536174748315,0.14603252670801958,-0.678849672,-0.241540121,0.1030581870677928,-0.440673723
1/13/2000,-0.370263876,0.9111356022814191,1.3883503566398858,0.1611546701125232,-0.67192764,-0.260614703,0.12466525151488411,-0.432117959
1/14/2000,-0.386444407,0.9044433124967656,1.3871963187885998,0.17625931225462985,-0.664474906,-0.279483448,0.14587197972860746,-0.422175372
1/15/2000,-0.402504416,0.8974689496473529,1.385891845439669,0.19134484027126974,-0.656497633,-0.298131569,0.1666010354773575,-0.410851127
1/16/2000,-0.418438914,0.8902147334038558,1.384437297424834,0.20640964868730383,-0.648002394,-0.316544471,0.1867727444759404,-0.398153199
1/17/2000,-0.434242955,0.8826829745413916,1.382833055032654,0.22145213920085458,-0.638996166,-0.33470776,0.20630492240755552,-0.384092719
1/18/2000,-0.449911639,0.8748760740561641,1.3810795177173512,0.23647072115724335,-0.629486322,-0.352607255,0.22511271591166704,-0.368684371
1/19/2000,-0.465440109,0.8667965217198871,1.3791771035470919,0.2514638122845779,-0.619480626,-0.370229,0.24310846244443454,-0.351946848
1/20/2000,-0.480823558,0.8584468939904518,1.3771262492463952,0.2664298387782125,-0.608987228,-0.387559274,0.2602015779803189,-0.333903379
1/21/2000,-0.496057228,0.8498298553655801,1.3749274099679603,0.28136723564021265,-0.598014651,-0.404584601,0.27629847941331337,-0.314582328
1/22/2000,-0.511136413,0.8409481568015463,1.3725810593824292,0.2962744461086538,-0.586571788,-0.421291759,0.2913025577072954,-0.294017863
1/23/2000,-0.526056459,0.8318046340226557,1.370087689,0.3111499225257454,-0.574667891,-0.437667792,0.3051142137108111,-0.272250721
1/24/2000,-0.540812765,0.8224022048710916,1.3674478092931708,0.3259921267306761,-0.562312567,-0.45370002,0.3176309772528422,-0.24932905
1/25/2000,-0.555400789,0.8127438710583798,1.3646619468018606,0.34079952998387686,-0.549515766,-0.469376045,0.3287477318250463,-0.225309355
1/26/2000,-0.569816044,0.8028327163007077,1.3617306466717347,0.35557061328086764,-0.536287774,-0.484683764,0.3383570714014308,-0.200257519
1/27/2000,-0.584054103,0.792671905,1.3586544711097688,0.3703038676736092,-0.522639203,-0.499611377,0.3463498227551105,-0.174249928
